,Country,Year,Rank,Total,C1: Security Apparatus,C2: Factionalized Elites,C3: Group Grievance,E1: Economy,E2: Economic Inequality,E3: Human Flight and Brain Drain,P1: State Legitimacy,P2: Public Services,P3: Human Rights,S1: Demographic Pressures,S2: Refugees and IDPs,X1: External Intervention
21,Myanmar,2012-01-01,21st,96.2,7.5,8.6,8.7,7.6,8.7,5.7,9.4,8.4,8.6,7.9,8.2,6.9
22,North Korea,2012-01-01,22nd,95.5,8.1,7.7,6.6,9.3,8.6,4.4,9.9,9.4,9.6,7.9,5.3,8.7
23,Eritrea,2012-01-01,23rd,94.5,7.8,8.1,6.4,8.6,6.9,7.1,8.4,8.2,8.7,8.6,7.1,8.5
24,Syria,2012-01-01,23rd,94.5,8.5,8.7,9.2,6.3,7.5,6.0,9.5,7.0,9.4,5.5,9.0,7.9
25,Liberia,2012-01-01,25th,93.3,7.0,8.4,6.5,8.6,7.7,6.7,6.9,8.8,6.1,8.4,8.9,9.3
26,Cameroon,2012-01-01,26th,93.1,7.9,9.2,7.5,6.5,8.1,7.5,8.9,8.1,7.8,8.2,7.0,6.5
27,Nepal,2012-01-01,27th,93.0,7.5,8.2,9.0,7.6,8.4,5.6,8.0,7.4,8.2,7.9,7.7,7.4
28,Timor-Leste,2012-01-01,28th,92.7,8.3,8.3,6.8,8.0,7.0,6.1,8.5,8.4,6.3,8.4,7.7,8.9
29,Bangladesh,2012-01-01,29th,92.2,7.6,8.9,8.9,7.4,8.1,7.8,8.2,7.8,6.8,8.0,6.8,5.9
30,Sri Lanka,2012-01-01,29th,92.2,8.2,9.2,9.1,5.6,8.1,7.1,8.1,5.8,8.7,7.1,8.7,6.5
31,Egypt,2012-01-01,31st,90.4,7.0,8.8,8.8,7.1,7.4,5.7,9.2,5.9,9.0,7.1,6.4,8.0
32,Sierra Leone,2012-01-01,31st,90.4,5.7,7.9,6.2,8.3,8.2,7.7,7.6,8.7,6.4,8.9,7.8,7.1
33,Congo Republic,2012-01-01,33rd,90.1,7.0,6.7,6.3,7.5,7.9,6.5,8.6,8.4,7.2,8.3,7.7,7.9
34,Iran,2012-01-01,34th,89.6,8.3,9.3,8.6,6.4,6.7,6.4,8.8,5.3,8.9,5.8,7.6,7.4
35,Rwanda,2012-01-01,35th,89.3,5.5,7.9,8.5,6.8,7.4,7.0,6.8,7.5,8.0,8.6,7.6,7.7
36,Malawi,2012-01-01,36th,88.8,5.1,7.6,5.7,8.5,7.7,7.8,8.0,7.9,7.1,8.8,6.2,8.4
37,Cambodia,2012-01-01,37th,88.7,6.5,8.0,7.3,6.9,7.1,7.7,8.2,8.3,7.7,7.5,5.9,7.7
38,Mauritania,2012-01-01,38th,87.6,7.7,8.1,7.5,7.6,6.3,5.4,7.6,7.9,7.3,8.0,6.5,7.6
39,Togo,2012-01-01,39th,87.5,7.3,7.5,5.1,7.7,7.6,6.9,8.2,8.2,7.4,8.1,6.8,6.8
40,Uzbekistan,2012-01-01,39th,87.5,8.2,8.7,7.7,7.1,7.9,6.0,8.7,5.7,9.1,7.0,5.7,5.7
41,Burkina Faso,2012-01-01,41st,87.4,7.1,7.3,5.2,7.7,8.2,6.0,8.0,8.4,7.0,8.9,5.9,7.7
42,Kyrgyz Republic,2012-01-01,41st,87.4,7.4,8.3,8.4,7.9,7.3,6.7,8.7,5.4,7.8,6.5,5.3,7.6
43,Equatorial Guinea,2012-01-01,43rd,86.3,7.8,8.2,6.6,4.8,8.8,6.9,9.4,7.8,9.1,8.2,3.0,5.7
44,Zambia,2012-01-01,44th,85.9,5.3,6.0,6.3,8.1,7.7,7.1,8.0,7.7,6.4,9.1,7.3,7.0
45,Lebanon,2012-01-01,45th,85.8,8.4,9.1,8.4,5.5,6.5,6.3,7.5,5.5,6.5,6.2,8.2,7.7
46,Tajikistan,2012-01-01,46th,85.7,7.1,8.3,6.9,7.7,6.5,5.7,8.8,6.6,8.5,7.3,5.6,6.7
47,Solomon Islands,2012-01-01,47th,85.6,6.7,8.0,6.8,7.9,8.3,5.4,7.6,7.8,6.2,7.6,4.8,8.5
48,Laos,2012-01-01,48th,85.5,6.9,8.6,6.3,6.7,5.8,7.1,8.3,7.4,8.2,7.8,5.5,6.9
49,Angola,2012-01-01,48th,85.1,5.9,7.0,6.5,4.8,9.1,5.6,8.2,8.3,7.6,8.9,6.9,6.4
50,Libya,2012-01-01,50th,84.9,9.0,8.0,7.0,5.5,7.0,3.9,8.1,7.6,9.0,5.8,5.1,9.0
51,Georgia,2012-01-01,51st,84.8,7.6,9.1,8.3,6.3,6.6,5.2,8.5,5.7,6.7,5.5,7.2,8.2
52,Colombia,2012-01-01,52nd,84.4,7.0,7.7,7.2,4.0,8.4,7.6,7.4,5.9,7.0,6.4,8.4,7.4
53,Djibouti,2012-01-01,53rd,83.8,6.5,7.5,6.5,6.6,7.1,4.9,7.5,7.2,6.8,8.3,6.9,8.0
54,Papua New Guinea,2012-01-01,54th,83.7,6.3,7.1,6.9,6.6,8.8,7.2,7.6,8.6,6.1,7.4,4.8,6.1
55,Swaziland,2012-01-01,55th,83.5,6.3,7.0,3.6,8.3,7.0,5.8,8.6,7.7,8.3,8.9,4.6,7.4
56,Philippines,2012-01-01,56th,83.2,8.4,8.0,7.6,5.3,6.8,6.5,7.9,6.3,7.0,7.3,6.2,5.8
57,Comoros,2012-01-01,57th,83.0,7.5,7.5,5.3,7.9,6.1,6.9,7.7,7.9,6.3,7.3,4.2,8.4
58,Madagascar,2012-01-01,58th,82.5,6.9,7.8,5.2,7.9,7.6,5.2,7.3,8.3,6.0,8.0,4.4,8.0
59,Bhutan,2012-01-01,59th,82.4,5.9,7.5,7.6,6.6,7.8,6.5,6.3,6.6,7.3,6.7,6.6,7.0
60,Mozambique,2012-01-01,59th,82.4,6.8,5.6,4.9,7.9,7.7,7.5,7.3,8.3,6.7,8.9,4.3,6.5
61,Israel and West Bank,2012-01-01,61st,82.2,6.8,8.1,9.5,4.0,7.8,3.5,7.0,6.2,7.9,6.5,7.3,7.6
62,Bolivia,2012-01-01,62nd,82.1,6.5,8.0,7.4,6.5,8.8,6.1,7.1,6.8,6.5,7.5,4.3,6.6
63,Gambia,2012-01-01,63rd,80.6,5.8,6.8,3.7,7.4,6.5,6.8,7.8,7.2,7.5,7.8,6.1,7.2
64,Indonesia,2012-01-01,63rd,80.6,7.1,7.0,7.1,6.0,7.2,6.6,6.7,6.2,6.8,7.4,6.3,6.2
65,Fiji,2012-01-01,65th,80.5,7.0,7.9,7.6,7.0,7.7,7.3,8.8,5.2,7.0,5.1,3.3,6.6
66,Tanzania,2012-01-01,66th,80.4,5.8,5.7,5.8,6.9,5.9,6.1,6.5,8.5,6.5,8.2,7.1,7.4
67,Ecuador,2012-01-01,67th,80.1,6.5,8.2,6.9,5.9,7.7,7.1,7.5,7.2,5.2,5.6,6.0,6.3
68,Azerbaijan,2012-01-01,68th,79.8,6.7,7.8,7.2,5.2,6.6,5.1,8.0,5.4,7.3,5.6,7.6,7.2
69,Nicaragua,2012-01-01,69th,79.6,5.9,6.8,6.2,6.9,8.2,7.5,7.4,7.0,5.7,6.5,4.3,7.0
70,Guatemala,2012-01-01,70th,79.4,7.3,6.0,7.1,6.1,7.6,6.8,6.8,6.7,6.7,7.0,5.9,5.4
71,Senegal,2012-01-01,71st,79.3,6.3,6.3,6.0,6.9,6.9,6.3,6.0,7.5,6.5,7.8,6.7,6.0
72,Lesotho,2012-01-01,72nd,79.0,5.5,7.0,4.7,8.6,6.4,6.5,6.3,8.0,5.7,8.7,4.6,6.9
73,Moldova,2012-01-01,73rd,78.7,7.5,8.0,6.3,6.2,6.2,7.2,7.4,6.0,6.2,5.8,4.7,7.2
74,Benin,2012-01-01,74th,78.6,6.0,6.4,3.6,7.6,6.9,6.3,6.4,8.3,5.4,8.0,6.8,7.0
75,Honduras,2012-01-01,75th,78.5,7.0,6.3,5.6,7.2,8.1,6.9,7.0,6.7,6.2,7.3,3.6,6.6
76,China,2012-01-01,76th,78.3,6.0,6.9,7.9,3.9,8.3,5.3,7.9,6.3,8.6,7.9,5.9,3.5
77,Algeria,2012-01-01,77th,78.1,7.1,6.8,8.1,5.5,6.5,5.4,7.2,5.9,7.4,6.1,6.5,5.5
78,India,2012-01-01,78th,78.0,7.5,6.8,7.9,5.5,8.4,5.9,5.5,6.9,5.8,7.3,5.5,5.0
79,Bosnia and Herzegovina,2012-01-01,79th,77.9,6.7,8.7,8.0,5.5,6.5,5.8,7.0,4.7,6.1,4.7,6.5,7.7
80,Mali,2012-01-01,79th,77.9,7.1,4.5,6.0,7.5,6.4,7.3,5.3,8.0,4.6,8.8,5.5,7.0
81,Turkmenistan,2012-01-01,81st,77.4,7.2,7.7,6.4,5.7,6.8,4.8,9.0,6.4,8.4,6.2,3.9,4.9
82,Venezuela,2012-01-01,82nd,77.3,6.7,7.3,6.7,5.9,7.2,6.1,7.9,6.3,7.7,5.7,4.5,5.2
83,Russia,2012-01-01,83rd,77.1,8.2,8.0,7.9,4.0,7.3,5.4,7.9,5.0,8.1,6.0,5.0,4.3
84,Thailand,2012-01-01,84th,77.0,7.3,8.8,7.8,4.0,6.9,4.0,6.5,4.7,7.2,8.2,6.7,4.9
85,Belarus,2012-01-01,85th,76.6,6.0,8.0,6.5,6.5,6.0,4.2,9.0,5.5,8.3,6.0,3.3,7.3
86,Turkey,2012-01-01,85th,76.6,7.7,7.5,8.6,5.6,7.1,4.2,6.2,6.0,5.3,6.0,6.5,5.9
87,Morocco,2012-01-01,87th,76.1,6.6,6.6,6.8,5.6,7.2,6.7,6.6,6.2,6.4,6.1,6.2,5.2
88,Maldives,2012-01-01,88th,75.1,5.7,7.6,4.9,6.4,4.7,6.5,7.9,6.6,7.5,5.7,5.6,6.1
89,Serbia,2012-01-01,89th,75.0,6.4,8.0,7.9,6.2,6.2,4.7,6.6,4.6,5.8,5.0,6.3,7.3
90,Jordan,2012-01-01,90th,74.8,5.7,6.3,7.0,6.4,6.8,4.4,6.3,4.6,7.1,6.5,7.3,6.5
91,Cape Verde,2012-01-01,91st,74.7,5.7,5.7,4.2,6.6,6.6,8.4,6.6,6.6,5.4,7.0,4.0,7.9
92,Gabon,2012-01-01,92nd,74.6,5.7,7.1,3.3,5.7,7.6,5.8,7.8,6.9,6.8,6.5,5.9,5.5
93,El Salvador,2012-01-01,93rd,74.4,6.7,4.3,6.0,6.0,7.3,7.2,6.2,6.6,6.4,7.7,5.2,4.8
94,Tunisia,2012-01-01,94th,74.2,7.5,7.8,5.6,5.5,6.3,5.2,7.8,5.0,8.3,5.2,4.0,6.0
95,Dominican Republic,2012-01-01,95th,74.1,5.5,6.5,5.8,5.8,7.2,7.6,5.7,6.5,6.0,6.5,5.2,5.9
96,Vietnam,2012-01-01,96th,74.0,5.7,6.9,6.0,6.1,5.9,6.0,7.5,6.1,7.4,6.1,4.4,5.9
97,Sao Tome and Principe,2012-01-01,97th,73.9,5.8,6.3,4.8,7.4,6.1,7.6,6.7,6.7,4.6,6.8,4.0,7.0
98,Mexico,2012-01-01,98th,73.6,7.7,5.2,5.8,5.7,7.5,6.2,6.6,6.1,6.2,6.0,4.2,6.4
99,Peru,2012-01-01,99th,73.5,6.9,6.6,7.1,4.6,8.0,6.4,7.1,6.6,4.9,6.1,4.4,4.8
100,Saudi Arabia,2012-01-01,100th,73.4,7.2,7.9,7.7,3.4,6.7,2.9,7.6,4.3,8.6,5.8,5.5,5.9
101,Cuba,2012-01-01,101st,73.1,6.6,6.9,4.8,5.5,5.9,6.6,6.4,5.0,7.4,6.0,5.0,7.0
102,Armenia,2012-01-01,102nd,72.2,5.2,7.0,5.7,5.6,5.9,6.3,6.8,4.7,6.8,5.2,6.8,6.1
103,Micronesia,2012-01-01,103rd,71.9,5.4,5.6,4.2,7.0,7.5,8.1,6.3,6.6,2.8,6.8,3.4,8.2
104,Guyana,2012-01-01,104th,71.4,6.1,5.1,6.2,6.1,7.1,8.6,6.5,5.7,4.7,6.1,3.5,5.7
105,Suriname,2012-01-01,105th,71.2,5.8,5.8,6.1,6.6,7.5,7.3,6.4,5.0,5.3,5.8,3.2,6.4
106,Namibia,2012-01-01,106th,71.0,5.2,3.5,5.6,6.4,8.5,6.8,4.4,6.6,5.2,7.1,5.3,6.3
107,Kazakhstan,2012-01-01,107th,70.9,6.3,7.7,6.5,6.5,5.6,3.5,7.5,5.4,7.1,5.6,3.5,5.6
108,Paraguay,2012-01-01,107th,70.9,6.1,7.7,6.2,5.6,8.3,5.2,7.6,5.8,6.1,6.0,2.2,4.2
109,Macedonia,2012-01-01,109th,69.1,5.7,6.7,7.6,5.9,6.5,6.4,6.4,4.2,4.6,4.2,4.9,5.9
110,Malaysia,2012-01-01,110th,68.5,6.3,6.8,6.4,4.6,6.4,4.4,6.5,4.8,7.4,5.7,4.5,4.7
111,Samoa,2012-01-01,110th,68.5,5.5,5.1,4.8,5.4,6.3,8.6,6.0,4.8,4.4,6.7,2.6,8.3
112,Ghana,2012-01-01,112th,67.5,3.3,4.7,5.2,6.0,6.2,7.6,4.8,7.6,4.5,6.7,5.2,5.7
113,Belize,2012-01-01,113th,67.2,5.5,4.3,4.4,5.4,6.9,7.0,6.0,5.9,3.9,6.8,5.1,6.0
114,Ukraine,2012-01-01,113th,67.2,4.3,8.0,6.2,5.7,5.6,6.0,7.7,3.9,5.4,5.0,2.9,6.5
115,Cyprus,2012-01-01,115th,66.8,5.0,7.9,7.3,5.4,7.0,5.0,5.2,3.1,3.3,4.1,4.7,8.8
116,South Africa,2012-01-01,115th,66.8,4.8,5.9,5.6,5.6,8.2,4.0,5.2,5.8,4.5,8.1,6.4,2.8
117,Botswana,2012-01-01,117th,66.5,3.8,3.3,4.8,6.5,7.7,5.3,4.7,5.9,4.7,8.6,6.1,5.1
118,Albania,2012-01-01,118th,66.1,5.4,6.6,5.1,5.6,5.1,6.8,7.3,4.9,5.5,5.0,2.8,6.0
119,Jamaica,2012-01-01,119th,65.8,6.2,3.7,4.0,6.6,6.2,7.0,6.4,5.6,5.2,5.9,3.1,6.0
120,Seychelles,2012-01-01,120th,65.1,6.1,5.7,4.8,4.9,6.9,5.2,6.3,3.8,5.5,5.5,3.6,6.8
121,Grenada,2012-01-01,121st,65.0,5.3,5.6,3.9,6.0,6.2,8.2,6.2,3.9,4.0,5.5,2.9,7.4
122,Trinidad and Tobago,2012-01-01,122nd,64.4,6.0,5.6,4.4,4.7,6.6,7.7,5.9,5.1,5.5,5.5,2.9,4.5
123,Brazil,2012-01-01,123rd,64.1,6.2,4.9,6.2,3.6,8.4,4.2,5.6,5.5,5.0,7.0,3.9,3.6
124,Brunei Darussalam,2012-01-01,123rd,64.1,5.6,7.4,6.2,3.1,7.8,4.3,7.4,2.9,6.6,4.8,3.6,4.4
125,Bahrain,2012-01-01,125th,62.2,6.0,7.0,7.3,3.1,5.7,2.8,7.5,2.7,7.0,4.6,2.6,5.9
126,Romania,2012-01-01,126th,59.5,4.4,5.2,6.0,6.0,5.6,5.0,6.3,4.4,4.2,4.6,2.9,4.9
127,Antigua and Barbuda,2012-01-01,127th,58.9,4.9,3.7,4.1,4.8,5.6,7.9,5.8,4.3,4.8,4.9,2.7,5.5
128,Kuwait,2012-01-01,128th,58.8,4.7,7.2,4.6,3.7,5.6,4.0,6.5,2.9,6.5,4.9,3.5,4.7
129,Mongolia,2012-01-01,129th,58.7,4.7,5.5,3.7,5.2,6.0,2.2,5.6,5.6,5.7,5.8,1.9,6.8
130,Bulgaria,2012-01-01,130th,56.3,4.6,5.3,4.9,5.0,5.4,5.2,5.1,4.3,4.0,4.0,3.3,5.2
131,Croatia,2012-01-01,130th,56.3,4.7,4.7,5.6,5.4,4.7,4.7,4.2,3.2,4.6,4.0,5.2,5.3
132,Panama,2012-01-01,132nd,56.1,5.4,2.5,4.9,4.3,7.5,4.8,4.6,5.1,4.4,5.8,3.6,3.3
133,Montenegro,2012-01-01,133rd,55.5,4.9,6.2,6.5,4.9,3.8,2.7,4.5,3.9,4.7,4.2,4.2,5.0
134,Bahamas,2012-01-01,134th,55.1,4.3,4.5,4.4,4.5,5.9,5.9,4.9,4.4,3.1,6.1,2.5,4.6
135,Barbados,2012-01-01,135th,52.0,4.2,4.2,4.4,5.3,6.0,6.5,3.6,3.0,2.8,4.1,2.6,5.3
136,Latvia,2012-01-01,136th,51.9,3.6,4.3,5.2,5.3,5.4,4.5,4.8,3.7,3.5,3.9,3.6,4.1
137,Oman,2012-01-01,137th,51.7,5.6,6.6,2.7,4.3,3.3,1.5,6.2,4.7,7.2,5.1,1.8,2.7
138,Greece,2012-01-01,138th,50.4,4.0,2.5,4.8,5.9,4.6,4.7,5.4,4.2,3.3,3.8,2.3,4.8
139,Costa Rica,2012-01-01,139th,49.7,2.8,3.5,4.4,4.6,6.4,3.8,3.2,4.5,2.7,4.6,4.0,5.2
140,United Arab Emirates,2012-01-01,140th,48.9,3.2,3.6,4.3,3.9,5.1,2.7,6.4,3.1,5.9,4.1,2.8,3.8
141,Hungary,2012-01-01,141st,48.3,2.6,4.7,3.8,5.9,5.2,4.2,5.8,3.4,3.2,2.8,2.8,4.0
142,Qatar,2012-01-01,142nd,48.0,2.8,5.0,4.9,3.2,4.8,2.8,5.9,2.3,5.3,4.2,2.4,4.3
143,Estonia,2012-01-01,143rd,47.5,3.2,5.5,5.7,3.8,4.6,4.2,3.8,3.0,2.7,3.8,3.6,3.6
144,Slovak Republic,2012-01-01,144th,47.4,2.6,3.7,5.3,5.1,4.9,4.8,4.2,3.8,3.3,3.5,2.0,4.2
145,Argentina,2012-01-01,145th,46.5,3.0,3.0,4.7,4.1,6.3,3.3,4.3,3.8,3.8,4.4,2.3,3.5
146,Italy,2012-01-01,145th,45.8,4.9,4.8,5.0,4.6,3.8,2.9,5.0,2.7,3.2,3.3,3.6,2.0
147,Mauritius,2012-01-01,147th,44.7,3.6,3.2,3.5,4.2,5.1,3.3,4.4,3.9,3.8,3.6,1.9,4.3
148,Poland,2012-01-01,148th,44.3,2.8,3.6,3.8,4.0,4.4,5.3,3.7,3.1,3.2,3.8,3.0,3.6
149,Lithuania,2012-01-01,149th,44.2,2.8,2.8,4.0,5.0,5.4,4.4,3.5,3.1,2.9,3.8,2.9,3.5
150,Malta,2012-01-01,150th,43.8,3.7,2.0,4.0,3.8,3.8,4.4,4.0,2.6,3.2,3.1,5.1,4.1
151,Chile,2012-01-01,151st,43.5,2.8,1.4,3.8,4.6,5.5,3.1,3.7,4.5,3.2,4.6,2.7,3.5
152,Japan,2012-01-01,151st,43.5,2.0,2.6,3.8,4.0,2.0,2.1,2.5,5.0,3.2,8.3,4.0,4.0
153,Spain,2012-01-01,153rd,42.8,4.4,5.6,5.7,5.0,4.4,2.3,2.6,2.9,2.5,3.1,2.6,1.7
154,Uruguay,2012-01-01,154th,40.5,4.0,2.7,2.7,3.8,4.6,5.0,2.2,3.4,2.6,4.1,1.8,3.7
155,Czech Republic,2012-01-01,155th,39.5,2.1,3.8,3.5,4.3,3.5,3.7,3.5,3.6,2.7,2.8,2.5,3.5
156,South Korea,2012-01-01,156th,37.6,2.0,3.6,3.4,2.3,2.6,4.2,3.2,2.2,2.8,3.0,2.5,5.7
157,Singapore,2012-01-01,157th,35.6,1.8,4.0,3.0,3.3,3.7,3.1,3.5,2.2,5.0,2.6,0.9,2.5
158,United Kingdom,2012-01-01,158th,35.3,3.0,3.6,4.7,3.7,3.9,2.4,1.9,2.6,2.1,2.8,3.0,1.6
159,United States,2012-01-01,159th,34.8,1.9,3.6,3.9,3.4,5.1,1.3,2.6,2.7,3.5,3.3,2.6,1.0
160,Portugal,2012-01-01,160th,34.2,1.9,1.4,2.3,5.3,3.7,2.9,2.0,3.8,3.0,3.1,1.8,3.0
161,Slovenia,2012-01-01,161st,34.0,2.8,1.6,3.3,3.5,4.4,3.5,2.7,2.4,2.8,2.8,1.5,2.6
162,France,2012-01-01,162nd,33.6,2.2,1.9,5.6,3.9,4.6,1.8,1.9,1.8,2.7,3.0,2.5,1.7
163,Belgium,2012-01-01,163rd,33.5,2.3,4.0,4.1,3.6,4.1,1.9,2.4,2.5,1.8,2.6,1.9,2.3
164,Germany,2012-01-01,164th,31.7,2.5,2.1,4.4,2.6,4.1,2.5,1.7,1.8,2.0,2.5,3.9,1.7
165,Australia,2012-01-01,165th,29.2,2.0,1.6,3.9,2.6,3.6,1.4,1.3,2.1,2.2,4.4,3.0,1.1
166,Iceland,2012-01-01,166th,29.1,1.3,1.8,1.0,5.7,1.9,3.1,1.7,1.9,1.6,1.9,1.3,5.7
167,Netherlands,2012-01-01,167th,28.1,1.7,2.4,4.1,3.3,2.6,2.5,1.0,1.8,1.3,2.9,2.7,1.8
168,Austria,2012-01-01,168th,27.5,1.4,2.4,4.0,2.0,4.1,1.9,1.3,1.8,1.8,2.6,2.3,1.9
169,Canada,2012-01-01,169th,26.8,1.8,2.5,3.0,2.1,3.8,2.4,1.0,2.2,1.9,2.7,2.2,1.1
170,Ireland,2012-01-01,170th,26.5,1.7,1.4,1.6,3.8,2.7,3.0,2.2,2.2,1.3,2.5,1.7,2.4
171,New Zealand,2012-01-01,171st,25.6,1.4,1.1,3.8,3.9,3.7,2.7,0.8,2.1,1.5,2.4,1.4,0.8
172,Luxembourg,2012-01-01,172nd,25.5,2.3,3.4,2.8,1.8,1.8,1.8,2.2,1.6,1.3,2.0,2.1,2.3
173,Norway,2012-01-01,173rd,23.9,3.0,1.2,3.6,2.4,1.8,1.5,0.8,1.7,2.2,2.3,1.8,1.6
174,Switzerland,2012-01-01,174th,23.3,1.7,1.0,3.2,2.2,2.6,2.2,0.9,1.7,2.0,2.4,1.8,1.7
175,Denmark,2012-01-01,175th,23.0,1.8,1.0,3.0,2.2,1.8,2.2,0.8,1.7,1.5,2.8,1.9,2.3
176,Sweden,2012-01-01,176th,21.3,2.5,1.8,1.0,1.6,1.9,1.8,0.8,1.8,1.6,2.6,2.6,1.3
177,Finland,2012-01-01,177th,20.0,1.3,1.2,1.4,2.9,1.3,2.6,0.8,1.8,1.4,2.2,1.9,1.2
