,Crime,District,Neighborhood,ILEADSStreet,CADStreet,Lon,Lat
3800,65701,1,1,LOUGHBOROUGH AVE,LOUGHBOROUGH,-90.26110027599998,38.556653417000064
3801,265321,6,79,HALL ST,,-90.22523721699997,38.706851175000054
3802,41011,4,60,CASS AVE,CASS,-90.20176103399996,38.64303667200005
3803,41011,4,60,CASS AVE,CASS,-90.20176103399996,38.64303667200005
3804,41011,4,60,CASS AVE,CASS,-90.20176103399996,38.64303667200005
3805,142320,2,7,HAMPTON AVE,,-90.29424043599994,38.593520848000026
3806,142320,3,33,S TUCKER BLVD,TUCKER,-90.20220138899998,38.61682800400007
3807,182400,2,15,FAIRVIEW AVE,,-90.24450900699998,38.59519672500005
3808,250000,4,36,N TUCKER BLVD,LUCAS,-90.19666567499996,38.63306139500003
3809,91113,6,55,GREER AVE,GREER,-90.24758708399997,38.670057163000024
3810,91113,6,55,GREER AVE,GREER,-90.24758708399997,38.670057163000024
3811,182999,2,41,HAMPTON AVE,,-90.28744307799997,38.62368924200007
3812,31111,5,48,HAMILTON AVE / PAGE BLVD,HAMILTON,-90.28590886899997,38.66840915700004
3813,64711,5,58,W BELLE PL,BELLE,-90.24083476899995,38.647424364000074
3814,250000,4,35,WASHINGTON AVE,WASHINGTON,-90.19593908499996,38.63128015500007
3815,142320,1,3,WILMINGTON AVE,WILMINGTON,-90.26335632699994,38.56921167200005
3816,64701,5,58,C D BANKS AVE,C D BANKS,-90.23973301799998,38.64805622400007
3817,182400,6,68,FAIR AVE,,-90.22627555499997,38.67071767400006
3818,115400,6,69,PENROSE ST,PENROSE,-90.24548516699997,38.68094284500006
3819,115400,2,8,LORAN AVE,LORAN,-90.29749077399998,38.58259766700007
3820,263210,4,35,S TUCKER BLVD,TUCKER,-90.19849513799994,38.62563292300007
3821,115400,1,16,DUNNICA AVE,DUNNICA,-90.25488506699998,38.58873026400005
3822,69702,6,69,CORA AVE,CORA,-90.24001224099999,38.67484589700007
3823,142320,5,53,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26263950899994,38.65412123400006
3824,65701,2,9,ARTHUR AVE,ARTHUR,-90.29510856399997,38.60113136500007
3825,67701,1,17,S BROADWAY,BROADWAY,-90.23772853999998,38.56639820200007
3826,65701,4,59,COTE BRILLIANTE AVE,COTE BRILLIANTE,-90.22859286999994,38.65123538600005
3827,266999,4,59,ST LOUIS AVE,ST LOUIS,-90.21984889599997,38.65410346800007
3828,44021,4,36,N 18TH ST,18TH,-90.20612182899998,38.63095469700005
3829,51312,6,70,MCARTHUR AVE,MCARTHUR,-90.27120001899999,38.68845932200003
3830,115400,4,59,N JEFFERSON AVE,JEFFERSON,-90.21288196399996,38.63806967600004
3831,115400,1,1,PENNSYLVANIA AVE,PENNSYLVANIA,-90.24225587999996,38.56391795500008
3832,51312,1,16,VIRGINIA AVE,VIRGINIA,-90.24103152399994,38.57899517300007
3833,65701,5,38,DUNCAN AVE,CHILDRENS,-90.25582599699999,38.63618188500004
3834,115400,1,16,OSCEOLA ST,OSCEOLA,-90.24152432699998,38.57667676300008
3835,115100,5,38,N EUCLID AVE,EUCLID,-90.26230204899997,38.64062713200008
3836,65701,3,31,OHIO AVE,RAYMOND,-90.22176982199994,38.61964131600007
3837,266999,4,59,ST LOUIS AVE,ST LOUIS,-90.21984889599997,38.65410346800007
3838,65701,2,82,LINDELL BLVD,LINDELL,-90.28597203899994,38.64612621800006
3839,65701,2,15,S GRAND BLVD,,-90.24398076899996,38.59034075300008
3840,121000,5,38,FOREST PARK AVE,FOREST PARK,-90.25300223399995,38.63656313300004
3841,67701,5,38,LINDELL BLVD,LINDELL,-90.24121292099994,38.63895680200005
3842,266999,6,55,GREER AVE,GREER,-90.24743001999997,38.66930170200004
3843,115100,5,38,LINDELL BLVD,LINDELL,-90.25083956599997,38.64145451600007
3844,151110,1,16,LIBERTY ST,LIBERTY,-90.24362919099997,38.570450565000044
3845,67701,6,72,ALCOTT AVE,ALCOTT,-90.25396469099996,38.691513462000046
3846,111110,3,25,S GRAND BLVD,JEFFERSON,-90.24255394699998,38.59466522100007
3847,266999,3,31,RUTGER ST,RUTGER,-90.22013757699995,38.62021681300007
3848,67601,6,55,N EUCLID AVE,EUCLID,-90.25097420599997,38.67305471000003
3849,115100,3,31,PARK AVE,PARK,-90.22241719099998,38.61822870200007
3850,95100,4,77,N VANDEVENTER AVE,ST FERDINAND,-90.23270924499997,38.64996527000005
3851,115400,3,24,GEYER AVE,JEFFERSON,-90.22535295799997,38.61320234600004
3852,65701,3,33,S 14TH ST,14TH,-90.20468090799994,38.61824843900007
3853,103000,5,52,MAFFITT AVE,MAFFITT,-90.26173300599999,38.67237142600004
3854,65701,3,25,UTAH ST,ARSENAL,-90.23849865399995,38.59699302200005
3855,67601,6,73,NORTH POINTE BLVD,,-90.25017359899994,38.71140212200004
3856,101000,3,32,HICKORY ST,HICKORY,-90.21864757199995,38.62048234000008
3857,51322,5,48,BARTMER AVE,BARTMER,-90.28646708499997,38.663365949000024
3858,266999,6,55,GREER AVE,GREER,-90.24743001999997,38.66930170200004
3859,67701,1,3,BATES ST,BATES,-90.26281898399998,38.57253977200003
3860,266999,5,57,ST FERDINAND AVE,ST FERDINAND,-90.24132961999999,38.65976557500005
3861,266999,4,62,OFALLON ST,OFALLON,-90.20166148499999,38.64069964600003
3862,151110,6,69,ANDERSON AVE,ANDERSON,-90.24024323499998,38.680132264000065
3863,69603,6,68,CARTER AVE / N NEWSTEAD AVE,,-90.23074194499998,38.67767516500004
3864,266999,4,59,SAINT LOUIS AVE,SAINT LOUIS,-90.21921356799999,38.65412940400006
3865,266999,5,50,CLARA AVE,CLARA,-90.27492677699996,38.67053034500003
3866,266999,6,55,GREER AVE,GREER,-90.24743001999997,38.66930170200004
3867,266999,3,33,LASALLE ST,LASALLE,-90.20503863899995,38.618584344000055
3868,65701,6,79,HALL ST,COLLEGE,-90.22190098799996,38.70306769800004
3869,73313,4,35,I 44 EASTBOUND / WASHINGTON AV,2ND,-90.18586077899994,38.62971306900005
3870,142320,5,53,N KINGSHIGHWAY BLVD,WATERMAN,-90.26341598399995,38.65163501300003
3871,67601,4,35,N BROADWAY,BROADWAY,-90.18893965099994,38.626453653000056
3872,67701,4,77,N GRAND BLVD,GRAND,-90.23139284799998,38.63968704900003
3873,266999,4,62,MANHATTAN PL,MANHATTAN,-90.19060911699995,38.63921835100007
3874,41014,3,30,NEBRASKA AVE,NEBRASKA,-90.23072978999994,38.600075565000054
3875,41203,5,50,THEODOSIA AVE,,-90.27952490199999,38.672960989000046
3876,266999,4,35,WASHINGTON AVE,WASHINGTON,-90.19560856399994,38.631210648000035
3877,112010,6,56,N NEWSTEAD AVE,NEWSTEAD,-90.23768024299994,38.668558070000074
3878,111110,3,16,CHIPPEWA ST,CHIPPEWA,-90.23247772899998,38.58656681700006
3879,112010,5,50,THEODOSIA AVE,UNION,-90.27503870399994,38.67114015100003
3880,266999,3,33,DILLON DR,DILLON,-90.20670386099994,38.618698367000036
3881,266999,3,33,CHOUTEAU AVE,CHOUTEAU,-90.20654315399997,38.61785221900004
3882,266999,4,62,HOGAN ST,HOGAN,-90.20206193099995,38.641988499000036
3883,117000,4,37,GRATIOT ST,GRATIOT,-90.23582293799996,38.627343250000024
3884,266999,4,62,COCHRAN PL,COCHRAN,-90.20161785399995,38.64176494900005
3885,265321,4,59,GAMBLE ST,GAMBLE,-90.21683918099995,38.641003719000025
3886,266999,6,72,HARNEY AVE,HARNEY,-90.24978286799995,38.70455579800006
3887,71013,4,62,N BROADWAY / I 70 EASTBOUND,,-90.18644456799996,38.63785627500005
3888,266999,3,19,S JEFFERSON AVE,JEFFERSON,-90.22728074999998,38.586546586000054
3889,91113,3,19,TEXAS AVE,OLIVE,-90.22666843399998,38.591918959000054
3890,266999,3,19,NEBRASKA AVE,NEBRASKA,-90.23359112699995,38.589551448000066
3891,130000,1,16,VIRGINIA AVE,VIRGINIA,-90.24195380199995,38.57875364500006
3892,266999,3,19,S JEFFERSON AVE,JEFFERSON,-90.22596431499994,38.592974498000046
3893,266999,4,61,OFALLON ST,OFALLON,-90.20258071499995,38.64031755900004
3894,69702,1,16,KINGSLAND CT,KINGSLAND,-90.25388882399994,38.58427425600007
3895,266999,3,19,S GRAND BLVD,GRAND,-90.24353172499997,38.59077911900005
3896,266999,6,55,GREER AVE,GREER,-90.24743001999997,38.66930170200004
3897,266999,4,62,N 8TH ST,8TH,-90.18963073399999,38.63633804300008
3898,117000,2,12,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26723166399995,38.61962525400003
3899,266999,4,62,CASS AVE,CASS,-90.18963504299995,38.640209792000064
3900,266999,3,34,MORRISON AVE,MORRISON,-90.20049024999997,38.61564838100003
3901,266999,4,59,N GRAND BLVD,GRAND,-90.22282859199998,38.653646508000065
3902,51312,3,16,MINNESOTA AVE,MINNESOTA,-90.23624121299997,38.58471635700005
3903,43015,4,77,DELMAR BLVD,DELMAR,-90.22733187299997,38.63988359900003
3904,266999,4,77,DELMAR BLVD,DELMAR,-90.22733187299997,38.63988359900003
3905,91113,4,77,DELMAR BLVD,DELMAR,-90.22733187299997,38.63988359900003
3906,266999,3,25,S GRAND BLVD,GRAND,-90.24255394699998,38.59466522100007
3907,266999,4,61,OFALLON ST,OFALLON,-90.20262129399998,38.64032590000005
3908,71013,6,68,W LEE AVE,LEE,-90.22625167399997,38.671286019000036
3909,51312,3,30,PENNSYLVANIA AVE,PENNSYLVANIA,-90.23260073999995,38.59669686400008
3910,44015,6,56,ASHLAND AVE,UNION,-90.23659443699995,38.66741882700006
3911,266999,4,35,SPRUCE ST,SPRUCE,-90.19764203199998,38.62414517900004
3912,266999,4,62,PRESERVATION PL,PRESERVATION,-90.19897255399997,38.640459355000075
3913,266999,3,31,HENRIETTA ST,HENRIETTA,-90.22394063899998,38.615796670000066
3914,266999,3,33,PEABODY CT,PEABODY,-90.20601173799997,38.61736485700004
3915,121000,5,51,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.26756502699999,38.66532069800007
3916,72113,4,59,N GRAND BLVD,GRAND,-90.22049372099997,38.65514845600006
3917,81000,5,48,HODIAMONT AVE,HODIAMONT,-90.29238107999998,38.66527950900007
3918,266999,4,62,N 8TH ST,8TH,-90.18839071699995,38.63997308200004
3919,266999,4,62,PRESERVATION PL,PRESERVATION,-90.19897255399997,38.640459355000075
3920,142320,2,40,I 64 EASTBOUND / S KINGSHIGHWA,,-90.26542285999994,38.63110234800007
3921,142320,3,30,OHIO AVE,OHIO,-90.22633660899999,38.601539940000066
3922,262200,3,18,KOSCIUSKO ST,KOSCIUSKO,-90.21591873799997,38.58775523200006
3923,266999,6,68,W KOSSUTH AVE,KOSSUTH,-90.23146516999998,38.672742449000054
3924,182130,3,25,CONNECTICUT ST / S GRAND BLVD,,-90.24244210499995,38.60021176400005
3925,92000,4,36,OLIVE ST,OLIVE,-90.20771115199994,38.631985651000036
3926,65701,6,76,EMMA AVE / MIMIKA AVE,,-90.25600103299996,38.70666404900004
3927,266999,3,19,S JEFFERSON AVE,JEFFERSON,-90.22728074999998,38.586546586000054
3928,266999,2,39,MANCHESTER AVE,MANCHESTER,-90.25110908199997,38.62801107300004
3929,122000,2,7,HAMPTON VILLAGE PLZ,HAMPTON VILLAGE,-90.29231611299997,38.59204562600007
3930,266999,3,19,S JEFFERSON AVE,JEFFERSON,-90.22728074999998,38.586546586000054
3931,266999,4,35,WASHINGTON AVE,WASHINGTON,-90.19448510999996,38.63098255400007
3932,43016,5,57,N NEWSTEAD AVE / SAINT LOUIS A,,-90.24042404999994,38.664209189000076
3933,43026,5,57,N NEWSTEAD AVE / SAINT LOUIS A,,-90.24042404999994,38.664209189000076
3934,266999,4,59,BRANTNER PL,BRANTNER,-90.22397309499996,38.64521926900005
3935,51312,5,38,WESTMINSTER PL,WESTMINSTER,-90.24026064899994,38.640212321000035
3936,83000,6,74,ORCHID AVE / RIVERVIEW BLVD,,-90.24063284999994,38.72017914800006
3937,142320,5,56,KENNERLY AVE,KENNERLY,-90.24743968299998,38.66515540900008
3938,266999,5,50,COTE BRILLIANTE AVE,COTE BRILLIANTE,-90.27370239499999,38.67137921200003
3939,266999,4,37,S GRAND BLVD,GRAND,-90.23129479799996,38.63172091800004
3940,266999,4,77,FRANKLIN AVE,FRANKLIN,-90.22528789299997,38.64044172900003
3941,266999,3,25,S GRAND BLVD,GRAND,-90.24255394699998,38.59466522100007
3942,121000,2,13,SOUTHWEST AVE,SOUTHWEST,-90.27933461599997,38.610534966000046
3943,112020,6,74,RIVERVIEW BLVD,RIVERVIEW,-90.23936639499999,38.72300183900006
3944,69702,5,48,CHAMBERLAIN AVE,CHAMBERLAIN,-90.28016633199996,38.66170948000007
3945,266999,4,36,CHOUTEAU AVE,CHOUTEAU,-90.20730169699999,38.62024307300004
3946,266999,4,59,GLASGOW AVE,GLASGOW,-90.21759124799996,38.64358669600006
3947,41201,5,50,SELBER CT,,-90.27271299899996,38.68386289800003
3948,41201,5,50,SELBER CT,,-90.27271299899996,38.68386289800003
3949,41201,5,50,SELBER CT,,-90.27271299899996,38.68386289800003
3950,115400,4,77,FINNEY AVE,FINNEY,-90.23049086299994,38.64504225300004
3951,266999,5,51,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26380567799998,38.651968055000054
3952,67601,4,35,N 11TH ST,11TH,-90.19437410099994,38.63297030700005
3953,65701,5,51,CATES AVE,CATES,-90.26818431099997,38.65530485700003
3954,67601,3,16,MERAMEC ST,MERAMEC,-90.23236171699995,38.579742887000066
3955,67701,1,5,MORGANFORD RD,MORGANFORD,-90.26492822199998,38.58894857300004
3956,72113,2,12,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26723166399995,38.61962525400003
3957,112010,6,68,W FLORISSANT AVE,PARK,-90.22001108699999,38.67477501400003
3958,266999,3,33,SAINT ANGE AVE,SAINT ANGE,-90.20574418899997,38.61808636200004
3959,103000,2,14,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.27353886899994,38.591799362000074
3960,263299,3,24,OREGON AVE,OREGON,-90.22914629799999,38.605319388000055
3961,266999,2,15,CHIPPEWA ST,CHIPPEWA,-90.26687085399999,38.59116294100005
3962,266999,3,33,CASTLE LN,CASTLE,-90.20639995999994,38.61949392200006
3963,103000,4,37,DELMAR BLVD,DELMAR,-90.22320849099998,38.63873161500004
3964,266999,3,33,GRATTAN ST,GRATTAN,-90.20802210099998,38.61867145900004
3965,41201,6,74,HARLAN AVE,ELIAS,-90.23237576799994,38.722041465000075
3966,10000,6,74,HARLAN AVE,ELIAS,-90.23237576799994,38.722041465000075
3967,10000,6,74,HARLAN AVE,ELIAS,-90.23237576799994,38.722041465000075
3968,266999,3,31,HENRIETTA ST,HENRIETTA,-90.22394063899998,38.615796670000066
3969,266999,3,31,S JEFFERSON AVE,JEFFERSON,-90.22136959799997,38.61506839800006
3970,64701,1,4,BOULEVARD HEIGHTS CT,BOULEVARD HEIGHTS,-90.27065284699995,38.55974744200006
3971,67601,4,35,S MEMORIAL DR,MEMORIAL,-90.18819508299998,38.62451854400007
3972,112010,5,38,LACLEDE AVE,UNION,-90.24943048599994,38.63809325200003
3973,43013,1,17,CALIFORNIA AVE,CALIFORNIA,-90.23329556899995,38.57676045200003
3974,91113,3,21,GEYER AVE,GEYER,-90.20407929899994,38.60801285200006
3975,41013,3,21,GEYER AVE,GEYER,-90.20407929899994,38.60801285200006
3976,67601,1,2,PENNSYLVANIA AVE,PENNSYLVANIA,-90.26448604199999,38.54285634100006
3977,266999,4,61,PHIPPS ST,PHIPPS,-90.20402391199997,38.641672208000045
3978,52122,5,56,COTTAGE AVE,COTTAGE,-90.23145931099998,38.65668164600004
3979,91113,4,35,S TUCKER BLVD,MARKET,-90.19858671399999,38.62666837000006
3980,91113,4,35,S TUCKER BLVD,MARKET,-90.19858671399999,38.62666837000006
3981,266999,4,59,N GRAND BLVD,GRAND,-90.22209270499997,38.653145007000035
3982,65701,2,15,BAMBERGER AVE,BAMBERGER,-90.24910399499998,38.59052209600003
3983,266999,4,64,N BROADWAY,BROADWAY,-90.20243295799997,38.67214497800006
3984,65701,4,64,N BROADWAY,DEWEY,-90.18643598599994,38.641593439000076
3985,266999,4,59,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.21774712399997,38.66097141800003
3986,266999,5,56,N TAYLOR AVE,TAYLOR,-90.24634118299997,38.66083372300005
3987,266999,4,61,OFALLON ST,OFALLON,-90.20475414199996,38.64067728600003
3988,266999,3,31,OHIO AVE,OHIO,-90.22156685699997,38.620264157000065
3989,117000,2,13,BRANNON AVE,BRANNON,-90.27470781899996,38.610377870000036
3990,51322,2,12,EDWARDS ST,EDWARDS,-90.27507444799994,38.617594877000045
3991,130000,6,72,PLOVER AVE,PLOVER,-90.25533870399994,38.69627771900008
3992,42016,6,72,PLOVER AVE,PLOVER,-90.25874234499997,38.69377779200005
3993,42016,6,72,PLOVER AVE,PLOVER,-90.25874234499997,38.69377779200005
3994,42016,6,72,PLOVER AVE,PLOVER,-90.25874234499997,38.69377779200005
3995,266999,4,59,N GRAND BLVD,GRAND,-90.22209270499997,38.653145007000035
3996,266999,3,33,CHOUTEAU AVE,CHOUTEAU,-90.20420681899998,38.619570777000035
3997,266999,5,55,MAFFITT AVE,MAFFITT,-90.25163671299998,38.66764120100004
3998,115400,2,8,E JAMIESON AVE,JAMIESON,-90.30163493899994,38.575588321000055
3999,67701,1,4,SUNSHINE DR,SUNSHINE,-90.28088527999995,38.56288946600006
4000,266999,4,62,N 14TH ST,14TH,-90.19766978399997,38.640708620000055
4001,115400,5,38,CHILDRENS PL,UNION,-90.26367079199997,38.637598413000035
4002,117000,1,2,S BROADWAY,BROADWAY,-90.26140117099999,38.54391223400006
4003,115400,2,8,MURDOCH AVE,MURDOCH,-90.30026886299999,38.58825908500006
4004,266999,3,25,S GRAND BLVD,GRAND,-90.24255394699998,38.59466522100007
4005,64601,2,82,WELLS DR,GOVERNMENT,-90.29541710699993,38.63344599200008
4006,67701,1,3,DEWEY AVE,DEWEY,-90.25548107899994,38.57319660700006
4007,51312,6,56,ROLLA PL,ROLLA,-90.23301936499996,38.663582932000054
4008,266999,4,59,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.21774712399997,38.66097141800003
4009,67701,4,35,SPRUCE ST,CLARK,-90.19737455099994,38.623408580000046
4010,67701,4,35,SPRUCE ST,CLARK,-90.19737455099994,38.623408580000046
4011,266999,5,47,WATERMAN BLVD,WATERMAN,-90.28374232099998,38.64939250100008
4012,266999,2,39,MANCHESTER AVE,MANCHESTER,-90.25110908199997,38.62801107300004
4013,266999,3,31,HENRIETTA ST,HENRIETTA,-90.22394063899998,38.615796670000066
4014,266999,4,59,N GRAND BLVD,GRAND,-90.22338485699999,38.65287073200005
4015,51312,1,2,MICHIGAN AVE,MICHIGAN,-90.26575771799997,38.54457127500007
4016,67701,1,2,REILLY AVE,REILLY,-90.25484963999997,38.54613940300004
4017,266999,3,25,S GRAND BLVD,GRAND,-90.24255394699998,38.59466522100007
4018,142320,1,5,CHRISTY AVE,CHRISTY,-90.27518694399998,38.57794953200005
4019,92000,5,50,WABADA AVE,WABADA,-90.27790980099996,38.67522604700008
4020,115400,1,6,ROBERT AVE,ROBERT,-90.29361036899996,38.571002167000074
4021,182130,1,16,KINGSLAND CT,KINGSLAND,-90.25266828299999,38.58415635400007
4022,266999,3,25,S GRAND BLVD,GRAND,-90.24255394699998,38.59466522100007
4023,266999,5,53,SUBURBAN TRACKS,SUBURBAN TRACKS,-90.26102867599997,38.65401635600006
4024,265321,2,29,S GRAND BLVD,,-90.23873430299994,38.621555890000025
4025,115100,5,38,MCPHERSON AVE,MCPHERSON,-90.25472149099994,38.64531249200007
4026,115100,2,14,OLEATHA AVE,OLEATHA,-90.28897253599996,38.597468366000044
4027,266999,4,62,CASS AVE,CASS,-90.20055389599997,38.64175124700006
4028,51312,3,19,S COMPTON AVE,COMPTON,-90.23743986899996,38.590359214000046
4029,51312,1,6,RHODES AVE,RHODES,-90.29320735299996,38.57920278000006
4030,142320,1,1,EICHELBERGER ST,EICHELBERGER,-90.24245978399995,38.56558245000008
4031,67601,3,23,ANN AVE,ANN,-90.22029490499995,38.609897998000065
4032,51322,2,13,DETONTY ST,DETONTY,-90.25701300499998,38.61755876500007
4033,115100,1,5,CONCORDIA AVE,CONCORDIA,-90.26895167499998,38.574202902000025
4034,115100,1,1,LOUISIANA AVE,LOUISIANA,-90.25134547299996,38.56804006500005
4035,204100,5,48,ETZEL AVE,ETZEL,-90.28508390599995,38.663997721000044
4036,65701,4,36,LOCUST ST,LOCUST,-90.20054383799999,38.631714902000056
4037,41013,1,5,CHIPPEWA ST / RIDGEWOOD AVE,KINGSHIGHWAY,-90.26961107599999,38.59105303800004
4038,41013,4,77,DR MARTIN LUTHER KING DR,,-90.23201329999995,38.65048265400003
4039,265321,5,46,N SKINKER BLVD / WATERMAN BLVD,,-90.30050696299998,38.650861150000026
4040,65701,1,1,SCHIRMER ST,SCHIRMER,-90.26591264399997,38.55114019500007
4041,44015,3,19,OREGON AVE,OREGON,-90.23263941699997,38.588533280000036
4042,266999,6,55,GREER AVE,GREER,-90.24743001999997,38.66930170200004
4043,265321,6,69,I 70 WESTBOUND / SHREVE AVE,,-90.23888984199994,38.683163465000064
4044,264100,6,76,RIVERVIEW BLVD,RIVERVIEW,-90.25241272399995,38.70407537400007
4045,264100,6,72,RIVERVIEW BLVD,RIVERVIEW,-90.25534694999999,38.70187934900008
4046,264100,6,76,RIVERVIEW BLVD,RIVERVIEW,-90.25285489699996,38.703686393000055
4047,264100,6,69,N NEWSTEAD AVE,NEWSTEAD,-90.23291607599998,38.67507703900003
4048,69602,5,38,OLIVE ST,OLIVE,-90.24159107999998,38.64235708100006
4049,264100,2,27,CASTLEMAN AVE,CASTLEMAN,-90.25134758599995,38.61510298800005
4050,101000,1,7,ITASKA ST,ITASKA,-90.27743935599995,38.58328344100005
4051,264100,6,72,RIVERVIEW BLVD,RIVERVIEW,-90.25240580099995,38.703745853000044
4052,51322,3,19,WINNEBAGO ST,WINNEBAGO,-90.24150470799998,38.59005522500007
4053,51322,6,55,BAYARD AVE,BAYARD,-90.24914137599995,38.671205548000046
4054,64601,3,31,S VANDEVENTER AVE,OHIO,-90.24587142599995,38.63003728800004
4055,182400,2,39,GIBSON AVE,GIBSON,-90.25664346999997,38.628931615000056
4056,71013,5,50,HAMILTON AVE,HAMILTON,-90.27495148099996,38.684342266000044
4057,112010,1,6,GOETHE AVE,GOETHE,-90.28168198899994,38.579762892000076
4058,151130,2,39,MANCHESTER AVE,MANCHESTER,-90.25810581099995,38.627116847000025
4059,91114,5,53,FOUNTAIN AVE,FOUNTAIN,-90.25705965399999,38.65549097200005
4060,69702,2,28,MCREE AVE,MCREE,-90.24583153599997,38.61843018400003
4061,65701,6,79,E CARRIE AVE,CARRIE,-90.21424742999994,38.68775739500006
4062,183130,5,48,MAPLE AVE,MAPLE,-90.29303109499995,38.66163684300005
4063,69702,2,43,MITCHELL AVE,MITCHELL,-90.30118857299999,38.62252991200006
4064,67601,1,1,ALASKA AVE,ALASKA,-90.24918232599998,38.56981262900007
4065,65701,5,38,BARNES JEWISH HOSPITAL PLZ,,-90.26478726999994,38.63502499200007
4066,64701,3,22,MCNAIR AVE,,-90.22004874299995,38.60083583800008
4067,182999,0,0,KEVIN DR,LEMAY FERRY,-90.28451403899999,38.52297346900008
4068,183130,1,17,CHARITON ST / IOWA AVE,OLIVE,-90.23182692499995,38.57783954800004
4069,64601,4,61,CARR ST,CARR,-90.19818725399995,38.637285802000065
4070,265321,1,16,S GRAND BLVD,GRAND,-90.24666894599994,38.578257319000045
4071,71013,1,3,BATES ST / ULENA AVE,COLOGNE,-90.26041681799995,38.571861574000025
4072,51322,4,59,N GRAND BLVD,GRAND,-90.22022868699997,38.65549380600004
4073,67701,6,72,W FLORISSANT AVE,FLORISSANT,-90.24706095699997,38.704000765000046
4074,82000,4,60,N FLORISSANT AVE,FLORISSANT,-90.19909849899994,38.64793405000006
4075,71013,1,2,S BROADWAY,BROADWAY,-90.26230896699997,38.54313340300007
4076,65701,4,59,DR MARTIN LUTHER KING DR,DR MARTIN LUTHER KING,-90.22392292599994,38.64387640000007
4077,182130,6,69,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.23939687799998,38.671055186000046
4078,67601,5,38,WASHINGTON AVE,WASHINGTON,-90.24187714699997,38.64430456500003
4079,266999,3,31,RUTGER ST,RUTGER,-90.22076387099997,38.61982564200008
4080,265321,5,38,S EUCLID AVE,EUCLID,-90.26228606399997,38.639212953000026
4081,69702,1,16,S 37TH ST,37TH,-90.24711307199999,38.58039077900003
4082,63711,1,1,LOUGHBOROUGH AVE,LOUGHBOROUGH,-90.26110027599998,38.556653417000064
4083,41013,2,9,LINDENWOOD CT,LINDENWOOD,-90.29669765099999,38.594774545000064
4084,51312,3,19,OREGON AVE,OREGON,-90.23167150699999,38.593190922000076
4085,265321,6,66,DESOTO AVE,,-90.21116091499994,38.67406976500007
4086,51312,3,30,UTAH ST,UTAH,-90.23752667199994,38.596403216000056
4087,51312,3,30,UTAH ST,UTAH,-90.23752667199994,38.596403216000056
4088,82000,6,74,RIVERVIEW BLVD,RIVERVIEW,-90.23508019399998,38.72273958400007
4089,266999,4,59,N VANDEVENTER AVE,VANDEVENTER,-90.22541039099997,38.65953432900005
4090,71013,3,18,SALENA ST,SALENA,-90.22110894899998,38.58647163100005
4091,250000,4,62,N 4TH ST / CARR ST,,-90.18642517499995,38.633789523000075
4092,69702,1,7,WALSH ST,WALSH,-90.27877955699995,38.58180866300006
4093,67701,3,19,S GRAND BLVD,GRAND,-90.24378670399994,38.58932433000007
4094,51312,6,66,E LINTON AVE,LINTON,-90.21055388799994,38.67598215500004
4095,266999,3,24,S JEFFERSON AVE,,-90.22197251399996,38.612378824000075
4096,64601,4,35,N 7TH ST,,-90.19070565999994,38.63166184900007
4097,229999,4,36,LOCUST ST,,-90.20172111799997,38.631295038000076
4098,265321,2,14,S KINGSHIGHWAY BLVD,,-90.27087179899996,38.600589408000076
4099,65701,5,47,UNION BLVD,UNION,-90.27551424299998,38.64638395600008
4100,91113,4,35,S BROADWAY,,-90.19238745699994,38.61878517300005
4101,31422,4,35,S BROADWAY,,-90.19238745699994,38.61878517300005
4102,64601,2,11,COLUMBIA AVE,COLUMBIA,-90.28992473999995,38.61219377800006
4103,71013,4,59,PRAIRIE AVE,PRAIRIE,-90.22091471499994,38.66171766800005
4104,41026,5,50,TERRY AVE,GRAND,-90.27012743699999,38.67635605100003
4105,263120,3,25,CRITTENDEN ST,CRITTENDEN,-90.23154275699994,38.60239500000006
4106,65601,6,55,NATURAL BRIDGE AVE,NATURAL BRIDGE,-90.24820465499994,38.67443820600005
4107,263299,5,52,UNION BLVD,,-90.26412995499999,38.67086054600003
4108,266510,4,36,S 15TH ST,15TH,-90.20374100299995,38.625174025000035
4109,67701,3,30,OREGON AVE,OREGON,-90.23057819999997,38.59841118000003
4110,52111,6,79,N BROADWAY,BROADWAY,-90.22347168799996,38.69193410200006
4111,65701,4,36,PINE ST,PINE,-90.20062385799997,38.629729808000036
4112,63701,4,35,N 9TH ST,9TH,-90.19345669799998,38.62898907400006
4113,67601,5,46,DELMAR BLVD,DELMAR,-90.30167592999999,38.655391146000056
4114,67701,1,17,MICHIGAN AVE,MICHIGAN,-90.23864989499998,38.57872874100008
4115,52322,4,64,ANGELICA ST,ANGELICA,-90.19628693599998,38.66771926700005
4116,67601,1,16,DELOR ST,DELOR,-90.24249889099997,38.56952105100004
4117,69702,5,78,PAGE BLVD,PAGE,-90.28707388899994,38.669325670000035
