,Crime,District,Neighborhood,ILEADSStreet,CADStreet,Lon,Lat
4118,43013,4,37,LACLEDE AVE,LACLEDE,-90.22501924699998,38.631947979000074
4119,250000,4,35,N 6TH ST,,-90.19013684199996,38.62815380700005
4120,69702,1,1,MINNESOTA AVE,MINNESOTA,-90.24795056299996,38.55946186600005
4121,182250,4,67,PLEASANT ST,PLEASANT,-90.21049287199997,38.66591004400004
4122,64601,4,36,N 16TH ST,16TH,-90.20152537899997,38.63350225700003
4123,67701,2,15,MORGANFORD RD,MORGANFORD,-90.26263937999994,38.59257134000006
4124,71030,6,69,FLORISS PL,FLORISS,-90.22648415599997,38.681435401000044
4125,182250,1,1,TENNESSEE AVE,TENNESSEE,-90.26775589899995,38.55165653700004
4126,67601,4,37,LINDELL BLVD,LINDELL,-90.22953965299996,38.63625587700005
4127,69602,3,20,S 1ST ST,1ST,-90.20024191599998,38.597524613000076
4128,265321,4,35,I 70 EASTBOUND / MEMORIAL DR,,-90.18629665499998,38.62833578800007
4129,142320,4,37,FOREST PARK AVE,,-90.24120730599998,38.63506582600007
4130,69602,4,37,SPRUCE ST,SPRUCE,-90.22453115799999,38.628860417000055
4131,142320,3,20,S 3RD ST,3RD,-90.20065227599997,38.605041278000044
4132,69702,3,25,CONNECTICUT ST,CONNECTICUT,-90.24104803599994,38.600112581000076
4133,130000,5,50,CLARA AVE,,-90.26982588099997,38.67787394100003
4134,265321,6,55,N KINGSHIGHWAY BLVD,,-90.25241162699996,38.67491399000005
4135,265321,5,53,N KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26263950899994,38.65412123400006
4136,51312,6,74,HALLS FERRY RD,HALLS FERRY,-90.23231890499994,38.71398218100006
4137,71013,4,77,C D BANKS AVE / N VANDEVENTER,,-90.23553365799995,38.646531062000065
4138,72113,2,82,S SKINKER BLVD,SKINKER,-90.30338024699995,38.638366605000044
4139,65701,5,47,UNION BLVD,UNION,-90.27551424299998,38.64638395600008
4140,64711,2,27,BOTANICAL AVE,BOTANICAL,-90.24726995799995,38.60958317300003
4141,65701,1,5,SCHILLER PL,SCHILLER,-90.26068256199994,38.574419144000046
4142,142320,5,58,N VANDEVENTER AVE,VANDEVENTER,-90.23674230099994,38.64482308500004
4143,92000,4,36,MARKET ST,MARKET,-90.20762510999998,38.62903632100006
4144,64711,2,27,RUSSELL AVE,RUSSELL,-90.24506260099997,38.613675311000065
4145,64701,3,22,ENRIGHT AVE,,-90.29951853399996,38.65660939800006
4146,142320,4,36,N 15TH ST / LUCAS AVE,,-90.20004693599998,38.632927324000036
4147,65701,3,22,INDIANA AVE,INDIANA,-90.22201161099997,38.602337050000074
4148,266999,3,19,S JEFFERSON AVE,JEFFERSON,-90.22728074999998,38.586546586000054
4149,265321,6,68,FAIR AVE / W FLORISSANT AVE,,-90.22083768299996,38.67569412000006
4150,72140,5,38,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.26590590499995,38.63736126600003
4151,72113,2,10,OXFORD AVE,OXFORD,-90.31526065799994,38.60631628800007
4152,64701,4,36,N TUCKER BLVD,TUCKER,-90.19768746199998,38.629164837000076
4153,263299,4,65,DESTREHAN ST,,-90.19683882799995,38.65985094300004
4154,142320,5,58,DR MARTIN LUTHER KING DR / WHI,BROADWAY,-90.23866706699994,38.65376808600007
4155,52312,4,35,WASHINGTON AVE,WASHINGTON,-90.18959666899997,38.63019259200007
4156,71013,5,52,HIGHLAND AVE,HIGHLAND,-90.25788457499999,38.66811286600006
4157,51211,6,56,ASHLAND AVE,ASHLAND,-90.23937873799997,38.66861953000006
4158,41011,5,55,NORTHLAND AVE,,-90.25308640299994,38.66783922900004
4159,41011,5,55,NORTHLAND AVE,,-90.25308640299994,38.66783922900004
4160,265321,2,11,HAMPTON AVE / I 44 WESTBOUND,,-90.28821104799994,38.618929199000036
4161,31111,4,65,KNAPP ST,KNAPP,-90.20008305999994,38.655759670000066
4162,266510,6,76,PARK LN,PARK,-90.25181819899996,38.70808859700003
4163,44012,5,50,HIGHLAND AVE,HIGHLAND,-90.27747126999998,38.67657619700003
4164,142320,5,38,FOREST PARK AVE / S SARAH ST,,-90.24708985499996,38.63605623600006
4165,229999,4,35,WASHINGTON AVE,WASHINGTON,-90.19505347099994,38.63159637600006
4166,31111,4,64,N BROADWAY,VIRGINIA,-90.19029332899999,38.652068376000045
4167,265321,3,20,S 7TH ST,GEYER,-90.20098279099994,38.608963310000036
4168,64701,2,27,FLAD AVE,FLAD,-90.25248269199994,38.612735659000066
4169,91113,6,66,ZEALAND ST,ZEALAND,-90.21091995999996,38.67710887700008
4170,142320,1,3,S GRAND BLVD,GRAND,-90.25532510099998,38.56803170100005
4171,71030,2,28,S VANDEVENTER AVE,VANDEVENTER,-90.24985036099997,38.62647891000006
4172,142320,3,30,PENNSYLVANIA AVE,PENNSYLVANIA,-90.23268917599995,38.59945673000004
4173,31421,4,36,N 21ST ST,21ST,-90.20881480999998,38.63521760100008
4174,64701,2,39,CHOUTEAU AVE,MANCHESTER,-90.25268226999998,38.62911827000005
4175,142320,5,50,LOTUS AVE,LOTUS,-90.27406066899994,38.67250847100007
4176,31421,4,35,N TUCKER BLVD,WASHINGTON,-90.19799276899994,38.62831713600008
4177,71013,5,48,HODIAMONT AVE,HODIAMONT,-90.29113754399998,38.667880413000034
4178,71013,2,39,CHOUTEAU AVE / TALMAGE AVE,,-90.25201882799996,38.62863358200008
4179,182250,5,78,DR MARTIN LUTHER KING DR,,-90.27303689899998,38.66815972400008
4180,64711,2,45,S SKINKER BLVD,SKINKER,-90.30375006999998,38.63871046600008
4181,31111,5,50,NATURAL BRIDGE AVE,,-90.27434366999995,38.68802059500007
4182,31112,1,16,DUNNICA AVE,DUNNICA,-90.25158705799998,38.58838281300007
4183,65701,2,29,RUTGER ST / S SPRING AVE,RUTGER,-90.24150284699994,38.624030624000056
4184,41011,2,14,S KINGSHIGHWAY BLVD,KINGSHIGHWAY,-90.27263353599994,38.593082706000075
4185,64601,4,36,ST CHARLES ST,,-90.20258593699998,38.63253015600003
4186,51111,6,70,MCARTHUR AVE,MCARTHUR,-90.27146597199999,38.68811660500006
4187,142320,5,50,THEODOSIA AVE,THEODOSIA,-90.27503870399994,38.67114015100003
4188,31112,1,5,RIDGEWOOD AVE,RIDGEWOOD,-90.27250926599999,38.58489681400005
4189,64701,4,36,CHESTNUT ST,,-90.20138952999997,38.62928692600008
4190,67701,1,2,VIRGINIA AVE,WILMINGTON,-90.26324147699995,38.54910061700008
4191,31111,1,5,ALFRED AVE,ALFRED,-90.27091389499998,38.58018715500003
4192,64601,4,35,N 10TH ST / LUCAS AVE,,-90.19353765399995,38.63209217200006
4193,69702,2,12,MACKLIND AVE,MACKLIND,-90.27759361899996,38.61424416800003
4194,69702,5,38,WESTMINSTER PL,WESTMINSTER,-90.27111847999998,38.649816067000074
4195,67701,6,74,PARTRIDGE AVE,PARTRIDGE,-90.23992501499998,38.71906549400006
4196,142320,6,74,CHURCH RD,CHURCH,-90.23068719999998,38.70807204300007
4197,71013,5,50,HAMILTON AVE,HAMILTON,-90.27401533499994,38.68659209600003
4198,265321,1,3,S GRAND BLVD,GRAND,-90.25227962199995,38.571625235000056
4199,71013,4,36,CHESTNUT ST,CHESTNUT,-90.20639658099998,38.630194767000035
4200,241100,1,1,ALABAMA AVE,ALABAMA,-90.25212887499998,38.56195065800006
4201,67601,6,56,ELMBANK AVE,PALM,-90.24061355099997,38.66798797200005
4202,65701,1,5,WALSH ST,WALSH,-90.26546523199994,38.57895524300005
4203,67701,4,60,MULLANPHY ST,MULLANPHY,-90.20201116599998,38.644355347000044
4204,142320,6,66,E GANO AVE,GANO,-90.21083335999998,38.672426908000034
4205,265321,5,78,DR MARTIN LUTHER KING DR / HAM,,-90.28252717299995,38.673743700000045
4206,65601,4,77,N SPRING AVE,SPRING,-90.23440950299994,38.64203070900004
4207,67701,3,18,MARINE AVE,MARINE,-90.22050996499996,38.58855711700005
4208,142320,2,9,HAMPTON AVE,,-90.29448867499997,38.593952397000066
4209,265321,4,35,S 4TH ST,4TH,-90.19136004399996,38.61906255200006
4210,67601,5,38,LACLEDE AVE,LACLEDE,-90.26336426999995,38.64084896000003
4211,51322,3,18,ILLINOIS AVE,ILLINOIS,-90.22266912299995,38.587787898000045
4212,64601,6,64,BULWER AVE,BULWER,-90.20885318399996,38.680061081000076
4213,51312,6,73,PARK LN,PARK,-90.25014064199996,38.71060025300005
4214,266510,1,2,VERMONT AVE,VERMONT,-90.26274348099997,38.55018453800005
4215,51322,3,22,ILLINOIS AVE,ILLINOIS,-90.22214850699999,38.59396776900007
4216,51322,3,18,ILLINOIS AVE,ILLINOIS,-90.22266912299995,38.587787898000045
4217,250000,4,35,N 7TH ST / LOCUST ST,,-90.19093853899994,38.629196630000024
4218,31111,2,43,MANCHESTER AVE,MANCHESTER,-90.29614818399995,38.62104393000004
4219,250000,4,35,WASHINGTON AVE,,-90.18844085299997,38.63033230800005
4220,142320,6,68,CLARENCE AVE,,-90.22894893299997,38.67717127000003
4221,265321,6,73,W FLORISSANT AVE,,-90.25517322299999,38.71357096100007
4222,142320,6,76,FLOY AVE,FLOY,-90.25677263299997,38.70947469600003
4223,65701,5,51,N KINGSHIGHWAY BLVD,OLIVE,-90.26230183099995,38.65870896200005
4224,67601,1,16,GRAVOIS AVE,,-90.25635654199993,38.58946924800006
4225,64601,4,36,N 16TH ST / DR MARTIN LUTHER K,,-90.20098201699994,38.63536534600007
4226,67701,4,35,MARKET ST,MARKET,-90.19668821699997,38.62654813600005
4227,71013,3,18,SALENA ST,SALENA,-90.22109648099996,38.58652926600007
4228,250000,1,1,BATES ST,BATES,-90.24653214999995,38.564723343000026
4229,91113,5,38,S EUCLID AVE,EUCLID,-90.26284305799999,38.63667136400005
4230,69602,6,74,MCLARAN AVE,MCLARAN,-90.24021981699997,38.715957814000035
4231,64601,4,37,OLIVE ST,GRAVOIS,-90.22413288199994,38.635048779000044
4232,69602,5,78,PAGE BLVD,PAGE,-90.27706458499995,38.66449070400006
4233,63701,5,50,UNION BLVD,UNION,-90.25943246499997,38.67853675300006
4234,64701,3,31,S THERESA AVE,,-90.23481012999997,38.62195620500006
4235,67701,4,35,CONVENTION PZ,,-90.18996386099997,38.631986649000055
4236,64701,6,68,W FLORISSANT AVE / POPE AVE,,-90.22485580899996,38.68090986200008
4237,265321,6,70,UNION BLVD,UNION,-90.25821510199995,38.67928661900004
4238,241100,5,56,ST FERDINAND AVE,ST FERDINAND,-90.24980788299996,38.663469021000026
4239,265321,5,50,WABADA AVE,,-90.27180006899994,38.67348711500006
4240,265321,4,35,CHOUTEAU AVE,CHOUTEAU,-90.20051497099996,38.61887765100005
4241,91114,3,31,LAFAYETTE AVE,LAFAYETTE,-90.22785548399997,38.615847029000065
4242,91114,3,31,LAFAYETTE AVE,LAFAYETTE,-90.22785548399997,38.615847029000065
4243,51322,3,31,LAFAYETTE AVE,LAFAYETTE,-90.22785548399997,38.615847029000065
4244,182400,3,19,S GRAND BLVD,MIAMI,-90.24353172499997,38.59077911900005
4245,91114,1,5,RIDGEWOOD AVE,RIDGEWOOD,-90.27250926599999,38.58489681400005
4246,242000,5,38,WEST PINE BLVD,OLIVE,-90.26404111099998,38.641789430000074
4247,266510,5,48,HODIAMONT AVE,HODIAMONT,-90.29113754399998,38.667880413000034
4248,266999,5,48,HODIAMONT AVE,HODIAMONT,-90.29113754399998,38.667880413000034
4249,51312,1,1,MICHIGAN AVE,MICHIGAN,-90.25663380599997,38.55343996100004
4250,43012,5,38,N EUCLID AVE,EUCLID,-90.26200743399994,38.64110157700003
4251,51312,5,56,ST FERDINAND AVE,ST FERDINAND,-90.24619735899995,38.661893331000044
4252,152200,6,68,ATHLONE AVE,,-90.22764698899994,38.67603693600006
4253,64701,4,35,N 7TH ST,7TH,-90.19070565999994,38.63166184900007
4254,65601,1,1,DOVER ST,DOVER,-90.24534828799995,38.561741691000066
4255,182999,4,77,PAGE BLVD,,-90.22862251299995,38.64681179300004
4256,64711,3,32,MISSISSIPPI AVE,MISSISSIPPI,-90.21316782399998,38.61684990800006
4257,69602,2,27,FLORA PL,FLORA,-90.25386366399994,38.613773786000024
4258,91114,4,35,N 2ND ST,2ND,-90.18412604099996,38.63286620300005
4259,51212,3,16,MICHIGAN AVE,MICHIGAN,-90.23741731699994,38.58473547700004
4260,142320,2,42,GRAHAM ST,GRAHAM,-90.29179450899994,38.625929503000066
4261,65701,1,2,PENNSYLVANIA AVE,PENNSYLVANIA,-90.25822930899994,38.549096415000065
4262,151130,6,69,SAN FRANCISCO AVE,SAN FRANCISCO,-90.24882016399994,38.67672411800004
4263,265321,3,34,S BROADWAY / CHOUTEAU AVE,,-90.19315283099996,38.617246720000026
4264,265321,4,59,COTE BRILLIANTE AVE / N SPRING,,-90.22672269999998,38.65057201400003
4265,63701,2,15,GRAVOIS AVE,GRAVOIS,-90.25027468899998,38.59303987900006
4266,71013,2,15,HUMPHREY ST,HUMPHREY,-90.25643795999997,38.599129626000035
4267,69602,2,27,FLAD AVE,FLAD,-90.25258100199994,38.61223610800005
4268,91113,3,21,RUSSELL AVE,OHIO,-90.20993580999999,38.60757992900005
4269,51312,6,72,WREN AVE,WREN,-90.25783138299994,38.69543717400006
4270,266999,5,50,THEODOSIA AVE,THEODOSIA,-90.27503870399994,38.67114015100003
4271,265321,4,59,MAFFITT AVE / N VANDEVENTER AV,,-90.22728287599995,38.65733649300006
4272,65701,4,36,N 15TH ST / CHESTNUT ST,,-90.20210475299996,38.62918989600007
4273,69703,3,19,CHEROKEE ST,,-90.23249030699998,38.59392596200007
4274,64711,5,78,ROMAINE PL,ROMAINE,-90.28323437799997,38.66991173200006
4275,142320,3,31,LAFAYETTE AVE,LAFAYETTE,-90.23180934799996,38.615853412000035
4276,64701,2,7,DELOR ST,DELOR,-90.28658527499994,38.58382769600007
4277,64701,6,56,GREER AVE,GREER,-90.22648677999996,38.660769763000076
4278,64711,4,35,S BROADWAY,BROADWAY,-90.19076142399996,38.62202107500008
4279,64701,3,25,UTAH ST,UTAH,-90.24128858199998,38.59685368800007
4280,64701,3,30,PESTALOZZI ST,PESTALOZZI,-90.22581456299997,38.601437119000025
4281,265321,5,55,HAMMETT PL,HAMMETT,-90.25547833799999,38.665339990000064
4282,265321,4,35,MEMORIAL DR / WASHINGTON AVE,,-90.18625161099999,38.629675675000044
4283,69602,6,76,GOODFELLOW BLVD,GOODFELLOW,-90.26286783599994,38.701573573000076
4284,64701,2,28,KENTUCKY AVE / S VANDEVENTER A,,-90.25209805499998,38.62534688200003
4285,142320,4,62,COCHRAN PL,COCHRAN,-90.20161785399995,38.64176494900005
4286,82000,3,18,S JEFFERSON AVE,JEFFERSON,-90.22544961699998,38.59132573000005
4287,42011,3,18,CHIPPEWA ST,CHIPPEWA,-90.22294894999999,38.58589111600003
4288,41011,5,48,HAMILTON AVE,HAMILTON,-90.28784202799994,38.66563656900007
4289,64601,3,21,LAFAYETTE AVE,,-90.20128989199998,38.61035353300008
4290,71040,3,19,POTOMAC ST,POTOMAC,-90.23197257599998,38.59201635000005
4291,64601,2,27,FLORA PL,FLORA,-90.24206520899997,38.61214749900006
4292,64711,2,39,CHOUTEAU AVE / MANCHESTER AVE,,-90.24903666499995,38.628039597000054
4293,64701,1,16,LOUISIANA AVE,LOUISIANA,-90.24331106699998,38.57875800200003
4294,69602,3,31,LAFAYETTE AVE,LAFAYETTE,-90.23598497199998,38.61694754900003
4295,64601,1,7,DELOR ST,DELOR,-90.28326823499998,38.58296761200006
4296,142320,6,74,LOWELL ST,LOWELL,-90.22841225099995,38.71674376500005
4297,211000,4,67,N GRAND BLVD,GRAND,-90.21492740699995,38.66312835300005
4298,67601,4,35,OLIVE ST,OLIVE,-90.19271282299997,38.62825121600008
4299,142320,3,18,KEOKUK ST,KEOKUK,-90.22632582399996,38.58447391800007
4300,64601,2,39,CHOUTEAU AVE / S SARAH ST,,-90.25019776999994,38.62824802600005
4301,266510,2,8,EICHELBERGER ST,EICHELBERGER,-90.30211132799997,38.581976749000034
4302,64601,2,28,S VANDEVENTER AVE,,-90.24985036099997,38.62647891000006
4303,65701,2,15,MERAMEC ST / MORGANFORD RD,MERAMEC,-90.26293770099994,38.59175914800005
4304,64701,4,36,N JEFFERSON AVE / LOCUST ST,GARFIELD,-90.21373593699997,38.63409019100004
4305,250000,4,36,N 13TH ST,,-90.19844884499997,38.63167107900006
4306,64711,4,36,N 21ST ST / ST CHARLES ST,,-90.20923391299999,38.63390609500004
4307,142320,4,35,OLIVE ST,OLIVE,-90.19367788399995,38.62933014600003
4308,91113,6,79,HALL ST,HALL,-90.22227888199996,38.705567350000024
4309,73313,3,24,OREGON AVE,OREGON,-90.22891365099997,38.603720716000055
4310,73413,2,9,SMILEY AVE,SMILEY,-90.30049073399994,38.60719819700006
4311,64701,5,38,LINDELL BLVD,LINDELL,-90.24275613099996,38.639855374000035
4312,65701,2,13,N MAGNOLIA AVE,MAGNOLIA,-90.28278186399996,38.61040137400005
4313,73413,2,9,SMILEY AVE,SMILEY,-90.30049073399994,38.60719819700006
4314,241100,4,35,S BROADWAY,BROADWAY,-90.19015712699996,38.625473844000055
4315,142320,4,36,N 18TH ST / LOCUST ST,OLIVE,-90.20544975099995,38.632567606000066
4316,64701,4,37,OLIVE ST,,-90.22091571799996,38.634560614000065
4317,64601,2,15,OAK HILL AVE,OAK HILL,-90.25683927799997,38.594679298000074
4318,44013,4,36,N 15TH ST,15TH,-90.19985703499998,38.63338540500007
4319,265321,2,82,LINDELL BLVD,,-90.27343101599996,38.64500972900004
4320,71040,3,22,MCNAIR AVE,MCNAIR,-90.22027001799995,38.60035308300007
4321,142320,4,36,19TH ST / LUCAS AVE,,-90.20607067099996,38.634310079000045
4322,265321,4,77,N GRAND BLVD / PAGE BLVD,,-90.22729478099996,38.64588333300003
4323,91113,4,36,LOCUST ST,LOCUST,-90.20054383799999,38.631714902000056
4324,31421,3,18,S BROADWAY / GASCONADE ST,,-90.22773893299996,38.58102007300005
4325,64711,1,2,MINNESOTA AVE,MINNESOTA,-90.25808884999998,38.550107737000076
4326,64701,4,36,N 21ST ST / ST CHARLES ST,,-90.20923391299999,38.63390609500004
4327,41013,5,50,UNION BLVD,UNION,-90.25890216899995,38.67831049800003
4328,41011,3,34,S BROADWAY,,-90.19413037199996,38.61683739000006
4329,41011,3,34,S BROADWAY,,-90.19413037199996,38.61683739000006
4330,71013,3,30,S JEFFERSON AVE,JEFFERSON,-90.22417209399998,38.60141678300005
4331,265321,1,7,SUTHERLAND AVE,SUTHERLAND,-90.28218521099996,38.58966295500005
4332,72140,2,15,MIAMI ST,MIAMI,-90.25352527999996,38.593195051000066
4333,266510,4,35,CLARK AVE,CLARK,-90.19192298699994,38.62369640500003
4334,72113,3,21,GEYER AVE,GEYER,-90.20705018599995,38.608846852000056
4335,266999,3,21,ALLEN AVE,ALLEN,-90.20470510099994,38.60773709400007
4336,67701,1,16,GUSTINE AVE,GUSTINE,-90.25186849299996,38.587831477000066
4337,142320,3,31,LAFAYETTE AVE,LAFAYETTE,-90.23223002599997,38.616139952000026
4338,265321,4,59,N GRAND BLVD / NATURAL BRIDGE,,-90.21681860599995,38.661175118000074
4339,142320,2,12,NORTHRUP AVE,NORTHRUP,-90.26886967299998,38.61953239400003
4340,266999,5,48,CATES AVE,CATES,-90.29491830399996,38.658237986000074
4341,241100,5,48,CATES AVE,CATES,-90.29491830399996,38.658237986000074
4342,31111,1,16,NEOSHO ST,NEOSHO,-90.25075915199994,38.576882418000025
4343,265321,6,74,N BROADWAY,,-90.22800084699998,38.72384639300003
4344,64601,2,7,WALSH ST,WALSH,-90.28587813299998,38.582335357000034
4345,71013,3,16,GASCONADE ST,GASCONADE,-90.23915630099998,38.581954981000024
4346,142320,1,1,BATES ST,BATES,-90.25232814699996,38.56778100900004
4347,31111,1,17,S BROADWAY,BROADWAY,-90.23251647899997,38.57687510300008
4348,64711,3,22,LEMP AVE,LEMP,-90.21584671999994,38.60167695000007
4349,71013,3,19,POTOMAC ST,POTOMAC,-90.23197257599998,38.59201635000005
4350,266510,1,1,BATES ST,BATES,-90.24653214999995,38.564723343000026
4351,265321,3,21,S 12TH ST / ALLEN AVE,,-90.20893899799995,38.608914721000076
4352,51330,6,71,QUEENS AVE,QUEENS,-90.24277777199995,38.68862817200005
4353,250000,4,35,LOCUST ST,,-90.19567586499994,38.62994770000006
4354,265321,4,63,BLAIR AVE / MONROE ST,,-90.19674590599999,38.64708772700004
4355,71013,6,68,W FLORISSANT AVE,,-90.22001108699999,38.67477501400003
4356,71013,6,68,W FLORISSANT AVE,,-90.22001108699999,38.67477501400003
4357,64711,2,39,PAPIN ST,,-90.24837992199997,38.629553936000036
4358,41201,6,72,DAVISON AVE,,-90.25085290399994,38.69430219100008
4359,41201,6,72,DAVISON AVE,,-90.25085290399994,38.69430219100008
4360,31421,1,16,VIRGINIA AVE,,-90.24195380199995,38.57875364500006
4361,67601,2,39,S BOYLE AVE,,-90.25405281399998,38.62643564700005
4362,265321,1,1,BANDERO DR,BANDERO,-90.26925288299998,38.55187862400004
4363,121000,4,36,S 14TH ST,14TH,-90.20193776099995,38.624035380000066
4364,64601,4,35,N BROADWAY,BROADWAY,-90.18843496099998,38.631208240000035
4365,265321,6,68,W FLORISSANT AVE / POPE AVE,,-90.22485580899996,38.68090986200008
4366,64701,2,27,SHENANDOAH AVE,SHENANDOAH,-90.24983620799998,38.610198285000024
4367,91113,2,39,S BOYLE AVE / MANCHESTER AVE,LACLEDE,-90.25426983399996,38.62736147900006
4368,82000,6,70,NATURAL BRIDGE AVE,NATURAL,-90.27162627399997,38.68662315100005
4369,71013,2,27,S GRAND BLVD,GRAND,-90.24046170899999,38.61319015200007
4370,43013,6,55,GREER AVE,GREER,-90.24743001999997,38.66930170200004
4371,266999,6,55,GREER AVE,GREER,-90.24743001999997,38.66930170200004
4372,91123,6,55,GREER AVE,GREER,-90.24743001999997,38.66930170200004
4373,265321,5,38,WASHINGTON AVE,WASHINGTON,-90.24444580699998,38.64457655800004
4374,142320,5,38,FOREST PARK AVE,FOREST PARK,-90.25728222599997,38.638409109000065
4375,67701,5,38,MARYLAND PLZ,MARYLAND,-90.26145276699998,38.644716817000074
4376,43016,4,62,BIDDLE ST,BIDDLE,-90.18868397799997,38.63611859900004
4377,265321,4,63,I 70 EASTBOUND / SAINT LOUIS A,,-90.19388986399997,38.652412843000036
4378,265321,5,50,UNION BLVD,UNION,-90.26310378799997,38.67284925100006
4379,115200,4,77,OLIVE ST,OLIVE,-90.22880767399994,38.63698185000004
4380,71013,2,82,LINDELL BLVD,LINDELL,-90.29839008099998,38.64728508700006
4381,64601,4,35,N 9TH ST,,-90.19237888299995,38.631852983000044
4382,64701,6,75,RIVERFRONT TRAIL WALK,RIVERFRONT TRAIL,-90.21197502499996,38.73354212900006
4383,67601,2,44,DALE AVE,DALE,-90.30540445099996,38.62687830600004
4384,65701,6,56,NATURAL BRIDGE AVE,,-90.23173113099995,38.667270478000034
4385,71030,3,21,S 10TH ST / SHENANDOAH AVE,,-90.20707884299998,38.60524151800007
4386,65701,2,9,ARTHUR AVE / WATSON RD,,-90.29919892399994,38.60184690700004
4387,71013,4,37,FOREST PARK AVE / S VANDEVENTE,,-90.24221288799998,38.63502960300008
4388,64601,4,37,OLIVE ST,OLIVE,-90.22410429899998,38.63565555900004
4389,71013,1,6,GRAVOIS AVE,GRAVOIS,-90.27829902499997,38.57550608300005
4390,142320,6,72,DAVISON AVE,DAVISON,-90.25101860399997,38.694209183000055
4391,71013,4,36,N 21ST ST,21ST,-90.20886480499996,38.63506120900007
4392,71013,4,35,S 8TH ST / CLARK AVE,CLARK,-90.19402382299995,38.62420442100006
4393,67601,2,15,GILES AVE,GILES,-90.24577528399999,38.59440041600004
4394,64601,4,36,N 16TH ST / DELMAR BLVD,,-90.20121993199996,38.63438840800006
4395,51312,1,5,BATES ST,BATES,-90.26808389499996,38.57614394400008
4396,67601,3,31,LAFAYETTE AVE,LAFAYETTE,-90.22215720899999,38.615306420000024
4397,64701,4,35,N 2ND ST,2ND,-90.18475986599998,38.630745320000074
4398,91113,5,53,N KINGSHIGHWAY BLVD,,-90.26322289199999,38.652743970000074
4399,64601,4,36,DELMAR BLVD,15TH,-90.19833274399997,38.63373021700005
4400,31111,3,33,DILLON DR,JEFFERSON,-90.20681060999999,38.61835539400005
4401,71013,2,7,DEVONSHIRE AVE,DEVONSHIRE,-90.29350695299996,38.58904367300005
4402,51312,3,25,MAGNOLIA AVE,MAGNOLIA,-90.23195042299994,38.604653091000046
4403,65601,4,35,S 4TH ST / POPLAR ST,,-90.19046619299996,38.62059241500003
